Energia;T_out;Press_mm_hg;RH_out;Windspeed;Tdewpoint
Média;5.2;738.299999999999;92;5;4
Média;5.13333333333333;738.399999999999;92;4.83333333333333;3.93333333333333
Média;5.06666666666667;738.5;92;4.66666666666666;3.86666666666666
Média;5;738.6;92;4.5;3.79999999999999
Média;4.93333333333333;738.7;92;4.33333333333333;3.73333333333332
Média;4.86666666666666;738.799999999999;92;4.16666666666666;3.66666666666667
Média;4.79999999999999;738.899999999999;92;4;3.6
Pouca;4.81666666666667;739.016666666666;92.1666666666667;4.33333333333333;3.63333333333333
Pouca;4.83333333333333;739.133333333332;92.3333333333333;4.66666666666666;3.66666666666667
Média;4.84999999999999;739.25;92.5;5;3.7
Média;4.86666666666666;739.366666666667;92.6666666666667;5.33333333333333;3.73333333333332
Média;4.88333333333333;739.483333333333;92.8333333333333;5.66666666666666;3.76666666666667
Média;4.9;739.6;93;6;3.79999999999999
Média;4.91666666666666;739.649999999999;92.6666666666667;5.83333333333333;3.76666666666667
Média;4.93333333333333;739.7;92.3333333333333;5.66666666666666;3.73333333333332
Média;4.95;739.75;92;5.5;3.7
Média;4.96666666666667;739.799999999999;91.6666666666667;5.33333333333333;3.66666666666667
Média;4.98333333333332;739.85;91.3333333333333;5.16666666666666;3.63333333333333
Média;5;739.899999999999;91;5;3.6
Média;4.98333333333332;739.966666666667;91.6666666666667;4.83333333333333;3.68333333333333
Média;4.96666666666667;740.033333333332;92.3333333333333;4.66666666666666;3.76666666666667
Média;4.95;740.1;93;4.5;3.85
Média;4.93333333333333;740.166666666666;93.6666666666667;4.33333333333333;3.93333333333333
Média;4.91666666666666;740.233333333333;94.3333333333333;4.16666666666666;4.01666666666667
Média;4.9;740.299999999999;95;4;4.09999999999999
Média;4.93333333333333;740.433333333333;94.6666666666667;4.16666666666666;4.09999999999999
Média;4.96666666666667;740.566666666666;94.3333333333333;4.33333333333333;4.09999999999999
Média;5;740.7;94;4.5;4.09999999999999
Pouca;5.03333333333332;740.833333333333;93.6666666666667;4.66666666666666;4.09999999999999
Média;5.06666666666667;740.966666666667;93.3333333333333;4.83333333333333;4.09999999999999
Média;5.09999999999999;741.1;93;5;4.09999999999999
Média;5.09999999999999;741.216666666667;92.6666666666667;5;4.04999999999999
Média;5.09999999999999;741.333333333333;92.3333333333333;5;4
Média;5.09999999999999;741.45;92;5;3.95
Média;5.09999999999999;741.566666666666;91.6666666666667;5;3.89999999999999
Média;5.09999999999999;741.683333333333;91.3333333333333;5;3.85
Muita;5.09999999999999;741.799999999999;91;5;3.79999999999999
Média;5.04999999999999;741.883333333332;91;5;3.73333333333332
Média;5;741.966666666667;91;5;3.66666666666667
Média;4.95;742.049999999999;91;5;3.6
Média;4.9;742.133333333332;91;5;3.53333333333333
Média;4.84999999999999;742.216666666667;91;5;3.46666666666666
Média;4.79999999999999;742.299999999999;91;5;3.39999999999999
Média;4.88333333333333;742.383333333332;91;5;3.48333333333332
Média;4.96666666666667;742.466666666667;91;5;3.56666666666667
Média;5.04999999999999;742.549999999999;91;5;3.64999999999999
Média;5.13333333333333;742.633333333332;91;5;3.73333333333332
Média;5.21666666666667;742.716666666667;91;5;3.81666666666667
Muita;5.29999999999999;742.799999999999;91;5;3.89999999999999
Muita;5.48333333333332;742.883333333332;90.1666666666667;5;3.95
Muita;5.66666666666666;742.966666666667;89.3333333333333;5;4
Média;5.84999999999999;743.049999999999;88.5;5;4.04999999999999
Média;6.03333333333332;743.133333333332;87.6666666666667;5;4.09999999999999
Média;6.21666666666667;743.216666666667;86.8333333333333;5;4.15
Média;6.4;743.299999999999;86;5;4.2
Média;6.5;743.333333333333;85.1666666666667;5.33333333333333;4.16666666666666
Média;6.59999999999999;743.366666666667;84.3333333333333;5.66666666666666;4.13333333333333
Média;6.7;743.399999999999;83.5;6;4.09999999999999
Média;6.79999999999999;743.433333333333;82.6666666666667;6.33333333333333;4.06666666666667
Média;6.9;743.466666666667;81.8333333333333;6.66666666666666;4.03333333333332
Média;7;743.5;81;7;4
Muita;7.08333333333333;743.5;80.6666666666667;7;4.01666666666667
Muita;7.16666666666666;743.5;80.3333333333333;7;4.03333333333332
Muita;7.25;743.5;80;7;4.04999999999999
Muita;7.33333333333333;743.5;79.6666666666667;7;4.06666666666667
Média;7.41666666666666;743.5;79.3333333333333;7;4.08333333333333
Média;7.5;743.5;79;7;4.09999999999999
Muita;7.41666666666666;743.5;79.3333333333333;7.16666666666666;4.06666666666667
Muita;7.33333333333333;743.5;79.6666666666667;7.33333333333333;4.03333333333332
Muita;7.25;743.5;80;7.5;4
Muita;7.16666666666666;743.5;80.3333333333333;7.66666666666666;3.96666666666666
Média;7.08333333333333;743.5;80.6666666666667;7.83333333333333;3.93333333333333
Média;7;743.5;81;8;3.89999999999999
Média;6.98333333333332;743.549999999999;80.1666666666667;7.5;3.73333333333332
Média;6.96666666666667;743.6;79.3333333333333;7;3.56666666666667
Muita;6.95;743.649999999999;78.5;6.5;3.39999999999999
Muita;6.93333333333333;743.7;77.6666666666667;6;3.23333333333332
Média;6.91666666666666;743.75;76.8333333333333;5.5;3.06666666666667
Média;6.9;743.799999999999;76;5;2.89999999999999
Média;6.79999999999999;743.816666666666;77;4.83333333333333;3
Média;6.7;743.833333333333;78;4.66666666666666;3.1
Média;6.59999999999999;743.85;79;4.5;3.2
Média;6.5;743.866666666667;80;4.33333333333333;3.29999999999999
Média;6.4;743.883333333332;81;4.16666666666666;3.39999999999999
Média;6.29999999999999;743.899999999999;82;4;3.5
Média;6.33333333333333;743.95;80.8333333333333;4.5;3.29999999999999
Média;6.36666666666666;744;79.6666666666667;5;3.1
Média;6.4;744.049999999999;78.5;5.5;2.89999999999999
Média;6.43333333333333;744.1;77.3333333333333;6;2.7
Média;6.46666666666667;744.149999999999;76.1666666666667;6.5;2.5
Média;6.5;744.2;75;7;2.29999999999999
Média;6.31666666666667;744.283333333332;76.6666666666667;7;2.43333333333333
Muita;6.13333333333333;744.366666666667;78.3333333333333;7;2.56666666666667
Muita;5.95;744.45;80;7;2.7
Muita;5.76666666666667;744.533333333332;81.6666666666667;7;2.83333333333332
Muita;5.58333333333333;744.616666666667;83.3333333333333;7;2.96666666666666
Média;5.4;744.7;85;7;3.1
Média;5.29999999999999;744.75;86;6.83333333333333;3.14999999999999
Média;5.2;744.799999999999;87;6.66666666666666;3.2
Média;5.09999999999999;744.85;88;6.5;3.25
Média;5;744.899999999999;89;6.33333333333333;3.29999999999999
Média;4.9;744.95;90;6.16666666666666;3.35
Média;4.79999999999999;745;91;6;3.39999999999999
Média;4.75;745.033333333332;91.3333333333333;6.16666666666666;3.39999999999999
Média;4.7;745.066666666666;91.6666666666667;6.33333333333333;3.39999999999999
Média;4.65;745.1;92;6.5;3.39999999999999
Média;4.59999999999999;745.133333333332;92.3333333333333;6.66666666666666;3.39999999999999
Média;4.54999999999999;745.166666666666;92.6666666666667;6.83333333333333;3.39999999999999
Média;4.5;745.2;93;7;3.39999999999999
Média;4.53333333333332;745.316666666666;92.6666666666667;6.83333333333333;3.39999999999999
Média;4.56666666666667;745.433333333333;92.3333333333333;6.66666666666666;3.39999999999999
Média;4.59999999999999;745.549999999999;92;6.5;3.39999999999999
Média;4.63333333333333;745.666666666666;91.6666666666667;6.33333333333333;3.39999999999999
Média;4.66666666666666;745.783333333332;91.3333333333333;6.16666666666666;3.39999999999999
Média;4.7;745.899999999999;91;6;3.39999999999999
Média;4.79999999999999;745.95;90.5;6.16666666666666;3.41666666666667
Média;4.9;746;90;6.33333333333333;3.43333333333333
Média;5;746.049999999999;89.5;6.5;3.45
Pouca;5.09999999999999;746.1;89;6.66666666666666;3.46666666666666
Pouca;5.2;746.149999999999;88.5;6.83333333333333;3.48333333333332
Média;5.29999999999999;746.2;88;7;3.5
Média;5.33333333333333;746.266666666666;87.3333333333333;6.83333333333333;3.39999999999999
Média;5.36666666666666;746.333333333333;86.6666666666667;6.66666666666666;3.29999999999999
Média;5.4;746.399999999999;86;6.5;3.2
Média;5.43333333333333;746.466666666667;85.3333333333333;6.33333333333333;3.1
Média;5.46666666666667;746.533333333332;84.6666666666667;6.16666666666666;3
Média;5.5;746.6;84;6;2.89999999999999
Média;5.58333333333333;746.733333333333;83.3333333333333;6.33333333333333;2.86666666666666
Média;5.66666666666666;746.866666666667;82.6666666666667;6.66666666666666;2.83333333333332
Média;5.75;747;82;7;2.79999999999999
Média;5.83333333333333;747.133333333332;81.3333333333333;7.33333333333333;2.76666666666667
Média;5.91666666666666;747.266666666666;80.6666666666667;7.66666666666666;2.73333333333332
Média;6;747.399999999999;80;8;2.7
Média;5.88333333333333;747.533333333332;81.3333333333333;8;2.83333333333332
Pouca;5.76666666666667;747.666666666666;82.6666666666667;8;2.96666666666666
Média;5.65;747.799999999999;84;8;3.1
Pouca;5.53333333333332;747.933333333333;85.3333333333333;8;3.23333333333332
Média;5.41666666666666;748.066666666666;86.6666666666667;8;3.36666666666666
Média;5.29999999999999;748.2;88;8;3.5
Média;5.29999999999999;748.316666666666;88.5;8;3.56666666666667
Média;5.29999999999999;748.433333333333;89;8;3.63333333333333
Média;5.29999999999999;748.549999999999;89.5;8;3.7
Média;5.29999999999999;748.666666666666;90;8;3.76666666666667
Média;5.29999999999999;748.783333333332;90.5;8;3.83333333333332
Média;5.29999999999999;748.899999999999;91;8;3.89999999999999
Média;5.33333333333333;749.083333333333;90.6666666666667;8;3.88333333333333
Média;5.36666666666666;749.266666666666;90.3333333333333;8;3.86666666666666
Média;5.4;749.45;90;8;3.85
Média;5.43333333333333;749.633333333332;89.6666666666667;8;3.83333333333332
Média;5.46666666666667;749.816666666666;89.3333333333333;8;3.81666666666667
Média;5.5;750;89;8;3.79999999999999
Pouca;5.48333333333332;750.2;89;8;3.78333333333333
Pouca;5.46666666666667;750.399999999999;89;8;3.76666666666667
Pouca;5.45;750.6;89;8;3.75
Média;5.43333333333333;750.799999999999;89;8;3.73333333333332
Média;5.41666666666666;751;89;8;3.71666666666666
Média;5.4;751.2;89;8;3.7
Média;5.36666666666666;751.316666666666;89.1666666666667;8;3.68333333333333
Média;5.33333333333333;751.433333333333;89.3333333333333;8;3.66666666666667
Média;5.29999999999999;751.549999999999;89.5;8;3.64999999999999
Média;5.26666666666667;751.666666666666;89.6666666666667;8;3.63333333333333
Média;5.23333333333332;751.783333333332;89.8333333333333;8;3.61666666666666
Média;5.2;751.899999999999;90;8;3.6
Média;5.16666666666666;752.049999999999;90;7.83333333333333;3.56666666666667
Média;5.13333333333333;752.2;90;7.66666666666666;3.53333333333333
Média;5.09999999999999;752.35;90;7.5;3.5
Média;5.06666666666667;752.5;90;7.33333333333333;3.46666666666666
Pouca;5.03333333333332;752.649999999999;90;7.16666666666666;3.43333333333333
Pouca;5;752.799999999999;90;7;3.39999999999999
Média;5.01666666666667;752.983333333333;89.8333333333333;6.83333333333333;3.39999999999999
Pouca;5.03333333333332;753.166666666666;89.6666666666667;6.66666666666666;3.39999999999999
Média;5.04999999999999;753.35;89.5;6.5;3.39999999999999
Média;5.06666666666667;753.533333333332;89.3333333333333;6.33333333333333;3.39999999999999
Muita;5.08333333333333;753.716666666667;89.1666666666667;6.16666666666666;3.39999999999999
Média;5.09999999999999;753.899999999999;89;6;3.39999999999999
Média;5.08333333333333;753.966666666667;89.1666666666667;5.83333333333333;3.39999999999999
Média;5.06666666666667;754.033333333332;89.3333333333333;5.66666666666666;3.39999999999999
Média;5.04999999999999;754.1;89.5;5.5;3.39999999999999
Média;5.03333333333332;754.166666666666;89.6666666666667;5.33333333333333;3.39999999999999
Média;5.01666666666667;754.233333333333;89.8333333333333;5.16666666666666;3.39999999999999
Média;5;754.299999999999;90;5;3.39999999999999
Média;5;754.45;89.6666666666667;4.83333333333333;3.36666666666666
Muita;5;754.6;89.3333333333333;4.66666666666666;3.33333333333332
Muita;5;754.75;89;4.5;3.29999999999999
Muita;5;754.899999999999;88.6666666666667;4.33333333333333;3.26666666666667
Muita;5;755.049999999999;88.3333333333333;4.16666666666666;3.23333333333332
Muita;5;755.2;88;4;3.2
Muita;5;755.316666666666;88;4.16666666666666;3.18333333333333
Muita;5;755.433333333333;88;4.33333333333333;3.16666666666667
Média;5;755.549999999999;88;4.5;3.14999999999999
Média;5;755.666666666666;88;4.66666666666666;3.13333333333333
Média;5;755.783333333332;88;4.83333333333333;3.11666666666666
Média;5;755.899999999999;88;5;3.1
Média;5.08333333333333;756.033333333332;86.8333333333333;5;2.98333333333332
Média;5.16666666666666;756.166666666666;85.6666666666667;5;2.86666666666666
Média;5.25;756.299999999999;84.5;5;2.75
Média;5.33333333333333;756.433333333333;83.3333333333333;5;2.63333333333333
Média;5.41666666666666;756.566666666666;82.1666666666667;5;2.51666666666667
Pouca;5.5;756.7;81;5;2.39999999999999
Média;5.58333333333333;756.783333333332;80.1666666666667;5.16666666666666;2.35
Média;5.66666666666666;756.866666666667;79.3333333333333;5.33333333333333;2.29999999999999
Média;5.75;756.95;78.5;5.5;2.25
Média;5.83333333333333;757.033333333332;77.6666666666667;5.66666666666666;2.2
Média;5.91666666666666;757.116666666667;76.8333333333333;5.83333333333333;2.14999999999999
Média;6;757.2;76;6;2.1
Média;5.91666666666666;757.283333333332;76.3333333333333;5.83333333333333;2.06666666666667
Média;5.83333333333333;757.366666666667;76.6666666666667;5.66666666666666;2.03333333333333
Média;5.75;757.45;77;5.5;2
Média;5.66666666666666;757.533333333332;77.3333333333333;5.33333333333333;1.96666666666666
Média;5.58333333333333;757.616666666667;77.6666666666667;5.16666666666666;1.93333333333333
Média;5.5;757.7;78;5;1.89999999999999
Pouca;5.73333333333332;757.683333333333;76.8333333333333;5;1.89999999999999
Pouca;5.96666666666667;757.666666666666;75.6666666666667;5;1.89999999999999
Média;6.2;757.649999999999;74.5;5;1.89999999999999
Média;6.43333333333333;757.633333333332;73.3333333333333;5;1.89999999999999
Média;6.66666666666666;757.616666666667;72.1666666666667;5;1.89999999999999
Média;6.9;757.6;71;5;1.89999999999999
Média;6.79999999999999;757.549999999999;70.6666666666667;5.16666666666666;1.75
Média;6.7;757.5;70.3333333333333;5.33333333333333;1.6
Média;6.59999999999999;757.45;70;5.5;1.45
Média;6.5;757.399999999999;69.6666666666667;5.66666666666666;1.3
Média;6.4;757.35;69.3333333333333;5.83333333333333;1.14999999999999
Média;6.29999999999999;757.299999999999;69;6;1
Média;6.31666666666667;757.316666666666;68;5.66666666666666;0.816666666666666
Média;6.33333333333333;757.333333333333;67;5.33333333333333;0.633333333333332
Média;6.34999999999999;757.35;66;5;0.45
Média;6.36666666666666;757.366666666667;65;4.66666666666666;0.266666666666667
Média;6.38333333333333;757.383333333332;64;4.33333333333333;0.0833333333333333
Média;6.4;757.399999999999;63;4;-0.1
Média;6.16666666666666;757.383333333332;64.3333333333333;3.83333333333332;-0.0666666666666666
Média;5.93333333333333;757.366666666667;65.6666666666667;3.66666666666667;-0.0333333333333332
Média;5.7;757.35;67;3.5;0
Média;5.46666666666667;757.333333333333;68.3333333333333;3.33333333333332;0.0333333333333332
Média;5.23333333333332;757.316666666666;69.6666666666667;3.16666666666667;0.0666666666666666
Média;5;757.299999999999;71;3;0.1
Média;4.78333333333332;757.299999999999;72;3;0.0833333333333333
Média;4.56666666666667;757.299999999999;73;3;0.0666666666666666
Muita;4.34999999999999;757.299999999999;74;3;0.05
Média;4.13333333333333;757.299999999999;75;3;0.0333333333333332
Média;3.91666666666667;757.299999999999;76;3;0.0166666666666667
Média;3.7;757.299999999999;77;3;0
Muita;3.53333333333333;757.299999999999;79;3;0.166666666666666
Média;3.36666666666666;757.299999999999;81;3;0.333333333333332
Média;3.2;757.299999999999;83;3;0.5
Média;3.03333333333333;757.299999999999;85;3;0.666666666666666
Muita;2.86666666666666;757.299999999999;87;3;0.833333333333333
Muita;2.7;757.299999999999;89;3;1
Média;2.78333333333333;757.233333333333;88.8333333333333;3.33333333333332;1.06666666666667
Média;2.86666666666666;757.166666666666;88.6666666666667;3.66666666666667;1.13333333333333
Muita;2.95;757.1;88.5;4;1.2
Muita;3.03333333333333;757.033333333332;88.3333333333333;4.33333333333333;1.26666666666666
Muita;3.11666666666666;756.966666666667;88.1666666666667;4.66666666666666;1.33333333333332
Muita;3.2;756.899999999999;88;5;1.39999999999999
Muita;3.16666666666667;756.899999999999;88.1666666666667;5;1.39999999999999
Muita;3.13333333333333;756.899999999999;88.3333333333333;5;1.39999999999999
Muita;3.1;756.899999999999;88.5;5;1.39999999999999
Muita;3.06666666666667;756.899999999999;88.6666666666667;5;1.39999999999999
Muita;3.03333333333333;756.899999999999;88.8333333333333;5;1.39999999999999
Média;3;756.899999999999;89;5;1.39999999999999
Muita;2.95;756.816666666666;88.8333333333333;5;1.31666666666667
Muita;2.89999999999999;756.733333333333;88.6666666666667;5;1.23333333333333
Muita;2.85;756.649999999999;88.5;5;1.14999999999999
Muita;2.79999999999999;756.566666666666;88.3333333333333;5;1.06666666666667
Muita;2.75;756.483333333333;88.1666666666667;5;0.983333333333332
Muita;2.7;756.399999999999;88;5;0.9
Muita;2.78333333333333;756.316666666666;87.6666666666667;5.16666666666666;0.916666666666666
Muita;2.86666666666666;756.233333333333;87.3333333333333;5.33333333333333;0.933333333333333
Média;2.95;756.149999999999;87;5.5;0.949999999999999
Média;3.03333333333333;756.066666666666;86.6666666666667;5.66666666666666;0.966666666666667
Média;3.11666666666666;755.983333333333;86.3333333333333;5.83333333333333;0.983333333333332
Média;3.2;755.899999999999;86;6;1
Média;3.13333333333333;755.833333333333;86.5;5.83333333333333;1.03333333333333
Média;3.06666666666667;755.766666666666;87;5.66666666666666;1.06666666666667
Média;3;755.7;87.5;5.5;1.1
Média;2.93333333333333;755.633333333332;88;5.33333333333333;1.13333333333333
Média;2.86666666666666;755.566666666666;88.5;5.16666666666666;1.16666666666667
Média;2.79999999999999;755.5;89;5;1.2
Média;2.81666666666667;755.366666666667;89.1666666666667;5;1.23333333333333
Média;2.83333333333332;755.233333333333;89.3333333333333;5;1.26666666666666
Média;2.85;755.1;89.5;5;1.3
Média;2.86666666666666;754.966666666667;89.6666666666667;5;1.33333333333332
Média;2.88333333333333;754.833333333333;89.8333333333333;5;1.36666666666667
Média;2.89999999999999;754.7;90;5;1.39999999999999
Média;2.88333333333333;754.566666666666;90.5;5;1.45
Média;2.86666666666666;754.433333333333;91;5;1.5
Média;2.85;754.299999999999;91.5;5;1.55
Média;2.83333333333332;754.166666666666;92;5;1.6
Média;2.81666666666667;754.033333333332;92.5;5;1.64999999999999
Média;2.79999999999999;753.899999999999;93;5;1.7
Média;2.86666666666666;753.733333333333;92.3333333333333;5.16666666666666;1.68333333333333
Média;2.93333333333333;753.566666666666;91.6666666666667;5.33333333333333;1.66666666666667
Média;3;753.399999999999;91;5.5;1.64999999999999
Média;3.06666666666667;753.233333333333;90.3333333333333;5.66666666666666;1.63333333333333
Média;3.13333333333333;753.066666666666;89.6666666666667;5.83333333333333;1.61666666666667
Média;3.2;752.899999999999;89;6;1.6
Média;3.23333333333332;752.766666666666;89;5.83333333333333;1.63333333333333
Média;3.26666666666667;752.633333333332;89;5.66666666666666;1.66666666666667
Média;3.29999999999999;752.5;89;5.5;1.7
Média;3.33333333333332;752.366666666667;89;5.33333333333333;1.73333333333333
Média;3.36666666666666;752.233333333333;89;5.16666666666666;1.76666666666666
Pouca;3.39999999999999;752.1;89;5;1.8
Média;3.38333333333333;751.916666666666;89.1666666666667;5.16666666666666;1.8
Média;3.36666666666666;751.733333333333;89.3333333333333;5.33333333333333;1.8
Média;3.35;751.549999999999;89.5;5.5;1.8
Média;3.33333333333332;751.366666666667;89.6666666666667;5.66666666666666;1.8
Média;3.31666666666667;751.183333333333;89.8333333333333;5.83333333333333;1.8
Média;3.29999999999999;751;90;6;1.8
Média;3.31666666666667;750.866666666667;90;5.83333333333333;1.81666666666667
Média;3.33333333333332;750.733333333333;90;5.66666666666666;1.83333333333332
Média;3.35;750.6;90;5.5;1.85
Média;3.36666666666666;750.466666666667;90;5.33333333333333;1.86666666666667
Média;3.38333333333333;750.333333333333;90;5.16666666666666;1.88333333333333
Média;3.39999999999999;750.2;90;5;1.89999999999999
Média;3.5;750.083333333333;89.8333333333333;5.66666666666666;1.98333333333333
Média;3.6;749.966666666667;89.6666666666667;6.33333333333333;2.06666666666667
Média;3.7;749.85;89.5;7;2.14999999999999
Média;3.79999999999999;749.733333333333;89.3333333333333;7.66666666666666;2.23333333333332
Pouca;3.89999999999999;749.616666666667;89.1666666666667;8.33333333333333;2.31666666666667
Média;4;749.5;89;9;2.39999999999999
Muita;3.95;749.399999999999;89.5;8.83333333333333;2.41666666666667
Muita;3.89999999999999;749.299999999999;90;8.66666666666666;2.43333333333333
Média;3.85;749.2;90.5;8.5;2.45
Média;3.79999999999999;749.1;91;8.33333333333333;2.46666666666666
Muita;3.75;749;91.5;8.16666666666666;2.48333333333332
Média;3.7;748.899999999999;92;8;2.5
Média;3.29999999999999;749;93;7.16666666666666;2.25
Média;2.89999999999999;749.1;94;6.33333333333333;2
Muita;2.5;749.2;95;5.5;1.75
Muita;2.1;749.299999999999;96;4.66666666666666;1.5
Muita;1.7;749.399999999999;97;3.83333333333332;1.25
Muita;1.3;749.5;98;3;1
Média;1.39999999999999;749.366666666667;97.5;3.5;1.03333333333333
Média;1.5;749.233333333333;97;4;1.06666666666667
Muita;1.6;749.1;96.5;4.5;1.1
Muita;1.7;748.966666666667;96;5;1.13333333333333
Muita;1.8;748.833333333333;95.5;5.5;1.16666666666667
Muita;1.89999999999999;748.7;95;6;1.2
Muita;1.96666666666666;748.733333333333;94.6666666666667;5.66666666666666;1.21666666666666
Muita;2.03333333333333;748.766666666666;94.3333333333333;5.33333333333333;1.23333333333333
Muita;2.1;748.799999999999;94;5;1.25
Muita;2.16666666666667;748.833333333333;93.6666666666667;4.66666666666666;1.26666666666666
Muita;2.23333333333332;748.866666666667;93.3333333333333;4.33333333333333;1.28333333333333
Muita;2.29999999999999;748.899999999999;93;4;1.3
Muita;2.39999999999999;748.85;92.8333333333333;4.16666666666666;1.36666666666667
Muita;2.5;748.799999999999;92.6666666666667;4.33333333333333;1.43333333333333
Muita;2.6;748.75;92.5;4.5;1.5
Muita;2.7;748.7;92.3333333333333;4.66666666666666;1.56666666666667
Média;2.79999999999999;748.649999999999;92.1666666666667;4.83333333333333;1.63333333333333
Muita;2.89999999999999;748.6;92;5;1.7
Muita;3.11666666666666;748.549999999999;91.3333333333333;5.16666666666666;1.81666666666667
Muita;3.33333333333332;748.5;90.6666666666667;5.33333333333333;1.93333333333333
Muita;3.54999999999999;748.45;90;5.5;2.04999999999999
Muita;3.76666666666667;748.399999999999;89.3333333333333;5.66666666666666;2.16666666666667
Muita;3.98333333333332;748.35;88.6666666666667;5.83333333333333;2.28333333333333
Muita;4.2;748.299999999999;88;6;2.39999999999999
Média;4.29999999999999;748.216666666667;87.5;6;2.41666666666667
Média;4.4;748.133333333332;87;6;2.43333333333333
Média;4.5;748.049999999999;86.5;6;2.45
Média;4.59999999999999;747.966666666667;86;6;2.46666666666666
Média;4.7;747.883333333332;85.5;6;2.48333333333332
Muita;4.79999999999999;747.799999999999;85;6;2.5
Muita;4.91666666666666;747.733333333333;84.8333333333333;6;2.58333333333332
Muita;5.03333333333332;747.666666666666;84.6666666666667;6;2.66666666666667
Média;5.15;747.6;84.5;6;2.75
Média;5.26666666666667;747.533333333332;84.3333333333333;6;2.83333333333332
Média;5.38333333333333;747.466666666667;84.1666666666667;6;2.91666666666667
Média;5.5;747.399999999999;84;6;3
Média;5.48333333333332;747.433333333333;83.1666666666667;6;2.83333333333332
Média;5.46666666666667;747.466666666667;82.3333333333333;6;2.66666666666667
Média;5.45;747.5;81.5;6;2.5
Média;5.43333333333333;747.533333333332;80.6666666666667;6;2.33333333333332
Média;5.41666666666666;747.566666666666;79.8333333333333;6;2.16666666666667
Média;5.4;747.6;79;6;2
Média;5.26666666666667;747.649999999999;78.5;6.16666666666666;1.78333333333333
Muita;5.13333333333333;747.7;78;6.33333333333333;1.56666666666667
Muita;5;747.75;77.5;6.5;1.35
Muita;4.86666666666666;747.799999999999;77;6.66666666666666;1.13333333333333
Muita;4.73333333333332;747.85;76.5;6.83333333333333;0.916666666666666
Muita;4.59999999999999;747.899999999999;76;7;0.699999999999999
Muita;4.58333333333333;747.933333333333;76;6.83333333333333;0.683333333333333
